地市,数据中心,机房名称,机房类别,状态记录,回退原因,开始调控日期,控制范围,机柜最高温,环境最高温,机柜预警线,机柜报警线,回风预警线,环境报警线,空调数量,机柜id,环境id,空调id,压线标志,控制描述,,,,,,
温州,温_C_乐清柳市开发区局,2F综合机房Z01,C,已回退,布局图有1台空调，实时数据有4台,2023/6/14,22-29,42.9,30.6,59,60,29,30,2,"['3828235-57908255','3828235-57908256','3828235-57908257','3828235-57908258','3828235-57908259']",['1263638'],['3828236'],,该机房为C类机房，环境温度的最大值30.6，超过管控上限30的比例小于50%同时大于10%，环境温度存在稳定值28.94，方差为0.42，温度的九分位数为29.8，故设置环境阈值为30，是稳定值28.94向上取整+1,,,,,,
湖州,湖_B_吴兴红旗母局,1FPP01机房,B,,,2023/6/16,23-28,,27.85,,,29,28,3,[],"['3842092','3847906']","['3824668','3824669']",1,该机房为B类机房，环境温度的最大值27.85低于管控上限值29，环境温度存在稳定值26.47，方差为0.24，温度的九分位数为27.25，故设置环境阈值为28，是稳定值26.47向上取整+1,,,,,,
湖州,湖_D_德清新市母局,Z01机房,D,,,2023/6/16,24-30,31,25.3,59,60,29,30,3,"['3841106-58173080','3841107-58161114*3841105-58173074']",['3841107'],"['3841103','3841104']",,该机房为D类机房，环境温度的最大值25.3低于管控值30，环境温度存在稳定值23.75，方差为0.19，温度的九分位数为24.5，故设置环境阈值为30，等于管控值30,,,,,,
丽水,丽_C_青田水南大楼局,2F综合机房,C,,,2023/6/16,24-29,30.5,27.5,59,60,29,28,2,"['3811415-57483755','3811415-57483755*3811414-57483751','3811416-57483759']",['3843603'],['3811412'],,该机房为C类机房，环境温度的最大值27.5低于管控值28，环境温度存在稳定值26.87，方差为0.13，温度的九分位数为27.3，故设置环境阈值为28，等于管控值28,,,,,,
温州,温_C_瑞安飞云局,2F综合机房,C,已回退,预警调优过多,2023/6/16,22-29,38.7,28.4,59,60,29,29,3,"['3827051-57891752','3827051-57891752*3827051-57891751','3827051-57891753','3827051-57891754','3827051-57891755','3827051-57891756','3827051-57891757']",['3827051'],"['3827049','3827050']",,该机房为C类机房，环境温度的最大值28.4低于管控上限值30，环境温度存在稳定值27.49，方差为0.11，温度的九分位数为28.0，故设置环境阈值为29，是稳定值27.49向上取整+1,,,,,,
金华,婺_A_金华城南局,枢纽楼10FC网电力室,B,,,2023/6/16,22-28,,30.2,59,60,29,31,2,[],['3835990'],['3815707'],1,机房婺_A_金华城南局_枢纽楼10FC网电力室是B类机房环境测点3835990的7天最高温30.2超过该环境测点的一级告警值29.0其具体时间为['2023-06-1311:58:00']，且发现环境温度在本次检测时间范围内超过管控上限29的比例大于50%，机房婺_A_金华城南局_枢纽楼10FC网电力室的全部机柜数据缺失,,,,,,
宁波,甬_C_海曙黄家湾局,2F综合机房,C,,,2023/6/16,22-29,37.7,28.4,59,60,29,30,7,"['3819335','3819336','3819337','3819338','3819339','3819340','3819341','3819342']","['1424949','1424950']","['1158992','1424945','1424946','1424947','1424948','3789826']",1,"机房甬_C_海曙黄家湾局_2F综合机房 空调回风1424945的7天最高温为30.5超过管控阈值30.0时间为['2023-06-1417:13:00','2023-06-1418:33:00','2023-06-1518:08:00']",,,,,,
宁波,甬_C_镇海骆驼局,2F综合机房,C,,,2023/6/16,23-29,35.1,29.2,59,60,29,30,3,"['3822917-57789298','3822917-57789298*3822918-57789301','3822918-57789301','3822919-57789304','3822920-57789307','3822921-57789310','3822922-57789313','3822922-57789313*3822924-57789319','3822923-57789316','3822924-57789319*1182463-26181960','3822925-57789322']",['1182463'],"['1182416','1182417']",1,该机房为C类机房，环境温度的最大值29.2低于管控上限值30，环境温度存在稳定值28.77，方差为0.04，温度的九分位数为29.0，故设置环境阈值为30，是稳定值28.77向上取整+1,,,,,,
宁波,甬_C_镇海西门新大楼局,5F综合机房,C,已回退,环境温度持续告警，失败率过高,2023/6/16,26-29,38.1,30.78,59,60,29,30,2,"['3833831','3833831-57987912','3833832-57987915','3833833-57987918','3833834-57987921','3833835','3833835-57987924','3833836','3833836-57987927','3833836-57987927*3833839-57987936','3833837-57987930','3833838','3833838-57987933','3833839-57987936*3833840-57987938','3833840-57987938','3833841','3833841-57987940','3833842-57987943']",['1182694'],['1555009'],1,该机房为C类机房，环境温度的最大值30.78，超过管控上限30的比例小于10%，环境温度存在稳定值29.5，方差为0.1，温度的九分位数为29.82，稳定值29.5/九分位数29.82逼近管控上限30，控制，但非强化,,,,,,
宁波,甬_D_鄞州姜山局,2F综合机房,C,,,2023/6/16,23-29,37.5,27.9,59,60,29,29,5,"['3819608','3819608-57704854','3819609','3819609-57704857','3819610','3819610*3819611','3819610-57704860','3819610-57704860*3819611-57704863']","['1176782','1176783','1176784']","['1176760','3819596','3819597','3819598']",,该机房为C类机房，环境温度的最大值27.9低于管控值28，环境温度存在稳定值27.18，方差为0.03，温度的九分位数为27.43，故设置环境阈值为29，等于管控值28+1,,,,,,
嘉兴,禾_C_嘉兴真如局,2F综合机房,C,,2023/3/22开启后因空调控制到21，但回风不变回退,2023/6/25,24-29,40.3,29.9,59,60,29,30,4,"['3789247*3789246','3789248','3789248*3789247','3789249','3789250','3789251','3789617','3789618','3789618*3789617','3789619','3789621']","['3789252','3789252-56673762','3789253','3789253-56673768','3789254','3789254-56673774','3789255','3789255-56673780','3789256','3789256-56673786','3789257','3789257-56673792','3789258','3789258-56673798','3789259','3789259-56673804']","['6476','779541','779542']",,该机房为C类机房，环境温度的最大值29.9低于管控上限值30，环境温度存在稳定值28.91，方差为0.06，温度的九分位数为29.24，故设置环境阈值为30，是稳定值28.91向上取整+1,,,,,,
嘉兴,禾_D_海盐北荡长丰苑机房,2F综合机房,D,,,2023/6/25,23-30,30.3,26.7,59,60,29,30,2,['3841478-58214596'],"['1713594','1713594-32925433','1713595','1713595-32925439']",['1713592'],,该机房为D类机房，环境温度的最大值26.7低于管控值30，环境温度存在稳定值25.94，方差为0.1，温度的九分位数为26.35，故设置环境阈值为30，等于管控值30,,,,,,
台州,台_B_椒江城南局,3F传输机房,B,,,2023/6/25,23-28,33.6,28.9,59,60,29,28,8,"['3801729','3801729*3801731','3801730','3801731','3801732','3801733','3801734','3801734*3801736','3801735','3801735*3801737','3801736','3801737','3801738']","['157966','157966-2819751','3801740','3801740-57157222']","['1209188','3801696','3801697','3801698','3801699','3801700','3801701']",,该机房为B类机房，环境温度的最大值28.9低于管控上限值29，环境温度存在稳定值26.64，方差为0.1，温度的九分位数为26.9，故设置环境阈值为28，是稳定值26.64向上取整+1,,,,,,
台州,台_B_椒江城南局,3FDC机房,B,,,2023/6/25,26-28,27,24.9,59,60,29,27,3,"['3801723','3801724','3801724*3801722','3801725','3801726','3801727*3801725','3801751','3801752','3801752*3801727']","['1630595','1630595-32180550','3801728','3801728-57157174']","['1630591','1630592']",,该机房为B类机房，环境温度的最大值24.9低于管控值27，环境温度存在稳定值24.42，方差为0.01，温度的九分位数为24.55，故设置环境阈值为27，等于管控值27,,,,,,
台州,台_B_椒江枢纽大楼局,4F传输机房,B,,,2023/6/25,24-28,32.6,26.35,59,60,29,27,4,"['3813047','3813048','3813049','3813049*3813051','3813050','3813051','3813053','3813054','3813055','3813056','3813057','3813058','3813058*3813060','3813059','3813059*3813061','3813060','3813061*3813063','3813062*3813052','3813062*3813064']","['3813052-57520831','791662','791662-19491857']","['3637023','979071','979072']",,该机房为B类机房，环境温度的最大值26.35低于管控值27，环境温度存在稳定值24.4，方差为0.8，温度的九分位数为26.0，故设置环境阈值为27，等于管控值27,,,,,,
台州,台_C_路桥松塘局,2F综合机房,C,,,2023/6/25,25-29,35.6,26.3,59,60,29,28,4,"['3796163','3796164','3796165','3796166','3796167','3796168','3796169','3796170','3796171','3796172']","['158851','158851-2833778']","['1106537','158843','158844']",,该机房为C类机房，环境温度的最大值26.3低于管控值28，环境温度存在稳定值25.14，方差为0.25，温度的九分位数为26.06，故设置环境阈值为28，等于管控值28,,,,,,
温州,温_C_苍南城东局,4F_Z01机房,C,,,2023/6/25,24-29,33.9,30.5,59,60,30,32,3,"['3840268-58160038','3840268-58160039','3840268-58160040','3840268-58160041','3840268-58160042','3840268-58160043','3840268-58160043*1360474-29307852','3840268-58160044','3840268-58160045','3840268-58160046','3840268-58160047']","['1360474','1360474-29307852']","['1360423','1360424']",,该机房为C类机房，环境温度的最大值30.5，超过管控上限30的比例小于50%同时大于10%，环境温度不存在稳定值，温度均值为27.27，方差为0.73，且温度的九分位数为28.46，故设置环境阈值为29，是稳定值27.27向上取整+1,,,,,,
温州,温_C_苍南县局,3F传输机房T01,C,,,2023/6/25,22-29,35.1,29.6,59,60,29,30,3,"['3840778-58164473','3840778-58164474','3840778-58164475','3840778-58164476','3840778-58164477','3840778-58164478','3840778-58164478*3840778-58164479','3840778-58164479','3840778-58164480','3840778-58164481']","['3840778','3840778-58164472']","['3840781','3840782']",,该机房为C类机房，环境温度的最大值29.6低于管控上限值30，环境温度存在稳定值28.82，方差为0.19，温度的九分位数为29.3，故设置环境阈值为30，是稳定值28.82向上取整+1,,,,,,
温州,温_C_平阳昆阳局,2F_D01机房,C,,,2023/6/25,25-29,29.3,25.6,59,60,29,28,3,"['3840592-58163028','3840592-58163029','3840592-58163030','3840592-58163031','3840592-58163032*3840592-58163029','3840592-58163033','3840592-58163033*3840592-58163032','3840592-58163034','3840592-58163035']","['1344388','1344388-29053198']","['1344363','1344364']",,该机房为C类机房，环境温度的最大值25.6低于管控值28，环境温度存在稳定值25.3，方差为0.01，温度的九分位数为25.4，故设置环境阈值为28，等于管控值28,,,,,,
金华,婺_C_兰溪城西局,3F传输机房,C,,有周期性,2023/6/25,22-29,30.3,28.1,59,60,29,28,2,"['3794169','3794170','3794170*3794176','3794171','3794172','3794173','3794174']","['39292','39292-58805775']",['3805590'],,该机房为C类机房，环境温度的最大值28.1低于管控上限值30，环境温度不存在稳定值，温度均值为26.84，方差为1.03，且温度的九分位数为27.8，故设置环境阈值为28，是9分位数27.8向上取整+1,,,,,,
嘉兴,禾_C_嘉兴城西局,1F数据机房,C,,,2023/6/29,25-29,28,28,59,60,29,29,3,"['3799706-57065645','3799707-57065651','3799708-57065657','3799709-57065663','541413-11994076*3799708-57065657']",['541413-11994076'],"['27774','27790']",,该机房为C类机房，环境温度的最大值28.0低于管控上限值30，环境温度存在稳定值27.52，方差为0.02，温度的九分位数为27.7，故设置环境阈值为29，是稳定值27.52向上取整+1,,,,,,
嘉兴,禾_C_嘉兴清河政务云机房局,1F东UPS室,C,,,2023/6/29,25-29,,29,59,60,29,29,5,[],['3839914-58156574'],"['3839899','524573','93941','93942']",,该机房为C类机房，环境温度的最大值29.0低于管控上限值30，环境温度存在稳定值27.87，方差为0.34，温度的九分位数为28.7，故设置环境阈值为29，是稳定值27.87向上取整+1,,,,,,
嘉兴,禾_C_嘉兴清河政务云机房局,1F高压室,C,,,2023/6/29,25-29,,27.3,59,60,29,28,4,[],['3839905-58156532'],"['543149','543150','543151']",,该机房为C类机房，环境温度的最大值27.3低于管控值28，环境温度存在稳定值25.69，方差为0.22，温度的九分位数为26.4，故设置环境阈值为28，等于管控值28,,,,,,
嘉兴,禾_D_平湖乍浦开发区局,2FZ01,D,,2023/6/1开启后因环境温度告警，失败率过高回退,2023/6/29,22-30,37,30.6,59,60,29,30,2,"['3804998-57261597','3804999-57261603','3805000-57261609']",['681378-15826300'],['681372'],,该机房为D类机房，环境温度的最大值30.6低于管控上限值35，环境温度存在稳定值28.68，方差为0.48，温度的九分位数为30.0，故设置环境阈值为30，是稳定值28.68向上取整+1,,,,,,
嘉兴,禾_D_桐乡濮院红晓局,2F综合机房,D,,"2023/2/15开启后因失败率过高回退
2023/6/7开启后又因某些原因回退",2023/6/29,26-30,33,27.6,59,60,29,30,2,"['3801985-57162855','3801986-57162861','3801987-57162867']",['3801988-57162873'],['635591'],,该机房为D类机房，环境温度的最大值27.6低于管控值30，环境温度存在稳定值27.11，方差为0.08，温度的九分位数为27.4，故设置环境阈值为30，等于管控值30,,,,,,
湖州,湖_B_吴兴红旗母局,3FZ09机房,B,,,2023/6/29,24-28,39.8,27.3,59,60,29,28,17,"['3819009-57692369','3819010-57692375','3819010-57692375*3819009-57692369','3819011-57692381','3819012-57692387','3819012-57692387*3819011-57692381','3819014-57692399','3819015-57692405','3819016-57692411','3819016-57692411*3819017-57692417','3819016-57692411*3819017-57692417*3819013-57692393','3819017-57692417*3819012-57692387','3819018-57692423','3842187-58271715','3842187-58271715*3842186-58271709','3842188-58271721','3842189-58271727','3842190-58271733','3842190-58271733*3842189-58271727']",['3819019-57692429'],"['3818968','3818969','3818970','3818971','3818972','3818973','3818974','3818975','3818976','3818977','3818978','3818979','3818980','3818982','3846762','3846763']",,该机房为B类机房，环境温度的最大值27.3低于管控上限值29，环境温度存在稳定值26.72，方差为0.02，温度的九分位数为26.9，故设置环境阈值为28，是稳定值26.72向上取整+1,,,,,,
丽水,丽_A_莲都城东AI局,2FIDC机房,B,,,2023/6/29,22-28,29.1,23.5,59,60,29,27,3,"['3813508-57533875','3813508-57533875*3813510-57533883','3813510-57533883','3813511-57533887','3813512-57533891','3813513-57533895','3813514-57533899','3813514-57533899*3813515-57533903','3813516-57533907']",['3813517-57533912'],"['3813447','3813448']",,该机房为B类机房，环境温度的最大值23.5低于管控值27，环境温度存在稳定值21.89，方差为0.15，温度的九分位数为22.4，故设置环境阈值为27，等于管控值27,,,,,,
绍兴,绍_B_绍兴城东AI局,3FIDC机房,B,,2023/6/1开启过后因7天重新采集回退,2023/6/29,24-28,32.9,29.1,59,60,29,28,2,"['3795251-56942073','3795251-56942073*3795252-56942079','3795252-56942079*3795253-56942085','3795253-56942085*3795254-56942091','3795254-56942091','3795255-56942097','3795256-56942103']",['3836697-58052801'],['3795232'],,该机房为B类机房，环境温度的最大值29.1低于管控上限值29，环境温度不存在稳定值，温度均值为22.84，方差为4.37，且温度的九分位数为26.9，故设置环境阈值为28，是9分位数26.9向上取整+1,,,,,,
绍兴,绍_B_绍兴城东AI局,4FIDC4机房,B,,2023/6/1开启过后因7天重新采集回退,2023/6/29,22-28,29.5,26.6,59,60,29,27,5,"['3795270-56942187','3795272-56942199','3795272-56942199*3795273-56942205','3795273-56942205*3795274-56942211','3795274-56942211*3795275-56942217','3795275-56942217*3795276-56942223','3795276-56942223*3795277-56942229','3795278-56942235','3795278-56942235*3795279-56942241','3795279-56942241*3795280-56942247','3795280-56942247*3795281-56942253','3795281-56942253*3795282-56942259','3795282-56942259*3795283-56942265','3795283-56942265*3795284-56942271','3795284-56942271*3795285-56942277']","['3795273-56942205','647655-14760958']","['3795240','3795241','3795242','3795243']",,该机房为B类机房，环境温度的最大值26.6低于管控值27，环境温度存在稳定值24.51，方差为0.92，温度的九分位数为25.55，故设置环境阈值为27，等于管控值27,,,,,,
绍兴,绍_B_绍兴城东AI局,4FIDC5机房,B,,2023/6/1开启过后因7天重新采集回退,2023/6/29,24-28,32.1,24.6,59,60,29,27,4,"['3795259-56942121*3795258-56942115','3795260-56942127*3795259-56942121','3795261-56942133','3795261-56942133*3795260-56942127','3795263-56942145','3795264-56942151*3795263-56942145','3795265-56942157*3795264-56942151','3795266-56942163*3795265-56942157','3795267-56942169','3795267-56942169*3795266-56942163']","['3795258-56942115','647657-14760979']","['3795235','3795236','3795237']",,该机房为B类机房，环境温度的最大值24.6低于管控值27，环境温度存在稳定值23.51，方差为0.31，温度的九分位数为24.25，故设置环境阈值为27，等于管控值27,,,,,,
绍兴,绍_B_绍兴城中AI局,二楼综合机房,B,,2023/6/1开启过后因7天重新采集回退,2023/6/29,24-28,28.8,27,59,60,29,27,3,"['3812285-57504671*3812283-57504659','3812286-57504677*3812284-57504665','3812287-57504683','3812287-57504683*3812285-57504671','3812288-57504689*3812286-57504677','3812289-57504695','3812289-57504695*3812288-57504689']",['1034529-23553811'],"['3812263','3812264']",,该机房为B类机房，环境温度的最大值27.0低于管控上限值29，环境温度存在稳定值25.07，方差为0.42，温度的九分位数为26.0，故设置环境阈值为27，是稳定值25.07向上取整+1,,,,,,
绍兴,绍_B_绍兴城中AI局,四楼数据机房,B,,2023/6/1开启过后因7天重新采集回退,2023/6/29,24-28,31.4,27.3,59,60,29,28,2,"['3812297-57504743','3812299-57504755','3812299-57504755*3812298-57504749','3812300-57504761','3812301-57504767','3812302-57504773*3812301-57504767','3812303-57504779','3812303-57504779*3812302-57504773','3812304-57504785','3812305-57504791','3812306-57504797','3812307-57504803','3812308-57504809','3812309-57504815','3812310-57504821','3812310-57504821*3812309-57504815']","['3812330-57504941','3812331-57504947']",['3835913'],,该机房为B类机房，环境温度的最大值27.3低于管控上限值29，环境温度存在稳定值26.81，方差为0.03，温度的九分位数为27.05，故设置环境阈值为28，是稳定值26.81向上取整+1,,,,,,
绍兴,绍_B_绍兴城中AI局,20FIPAS机房,B,,2023/6/13开启过后因7天重新采集回退,2023/6/29,24-28,28.1,26.2,59,60,29,27,2,"['3812838-57517166','3812839-57517172','3812841-57517178','3812842-57517184']",['70591-2431884'],['3812836'],,该机房为B类机房，环境温度的最大值26.2低于管控值27，环境温度存在稳定值25.94，方差为0.01，温度的九分位数为26.0，故设置环境阈值为27，等于管控值27,,,,,,
绍兴,绍_C_上虞百官局,4F传输机房,C,,2023/6/13开启过后因7天重新采集回退,2023/6/29,24-29,39,30.5,59,60,29,30,3,"['3795920-56971315*3795919-56971309','3795921-56971321','3795921-56971321*3795920-56971315','3795922-56971327','3795923-56971333','3795924-56971339','3795925-56971345','3795926-56971351','3795927-56971357','3795928-56971363','3795929-56971369','3795930-56971375','3795931-56971381','3795932-56971387','3795933-56971393']",['71889-2448703'],"['988312','988313']",,该机房为C类机房，环境温度的最大值30.5，超过管控上限30的比例小于50%同时大于10%，环境温度存在稳定值28.92，方差为0.28，温度的九分位数为29.8，故设置环境阈值为30，是稳定值28.92向上取整+1,,,,,,
绍兴,绍_C_绍兴齐贤局,2F综合机房,C,,2023/5/8开启过后因7天重新采集回退,2023/6/29,24-29,35.5,28,59,60,29,29,2,"['3791522-56832017','3791523-56832023','3791524-56832029']",['3791525-56832035'],['69419'],,该机房为C类机房，环境温度的最大值28.0低于管控上限值30，环境温度存在稳定值27.18，方差为0.07，温度的九分位数为27.6，故设置环境阈值为29，是稳定值27.18向上取整+1,,,,,,
绍兴,绍_C_诸暨城西局,综合机房,C,,2023/6/7开启过后因7天重新采集回退,2023/6/29,24-29,41.2,28.5,59,60,29,28,3,"['3804965-57261358','3804965-57261358*3804964-57261352','3804966-57261364','3804967-57261370','3804968-57261376','3804969-57261382','3804970-57261388']",['3804971-57261394'],"['74930','74931']",,该机房为C类机房，环境温度的最大值28.5低于管控上限值30，环境温度存在稳定值26.85，方差为0.65，温度的九分位数为28.3，故设置环境阈值为28，是稳定值26.85向上取整+1,,,,,,
绍兴,绍_D_上虞城中局,Z01机房,D,,2023/6/1开启过后因7天重新采集回退,2023/6/29,25-30,38.8,29.2,59,60,29,30,2,"['3807552-57396477','3807554-57396489','3807555-57396495','3807557-57396507*3807556-57396501']",['3807557-57396507'],['1174020'],,该机房为D类机房，环境温度的最大值29.2低于管控值30，环境温度存在稳定值27.24，方差为0.5，温度的九分位数为28.3，故设置环境阈值为30，等于管控值30,,,,,,
绍兴,绍_D_上虞东关局,2F综合机房,D,,,2023/6/29,26-30,42.8,31.2,59,60,29,32,2,"['3813783-57559336','3813783-57559336*3813782-57559330','3813784-57559342','3813785-57559348']",['3813786-57559354'],['988317'],,该机房为D类机房，环境温度的最大值31.2低于管控上限值35，环境温度存在稳定值30.47，方差为0.11，温度的九分位数为30.9，故设置环境阈值为32，是稳定值30.47向上取整+1,,,,,,
绍兴,绍_D_嵊州长乐局,二楼综合机房,D,,2023/6/7开启过后因7天重新采集回退,2023/6/29,26-30,32.3,30,59,60,29,30,2,"['3794441-56917957','3794442-56917963','3794443-56917969','3794444-56917975']",['1089636-24577317'],['74044'],,该机房为D类机房，环境温度的最大值30.0低于管控上限值35，环境温度存在稳定值28.74，方差为0.07，温度的九分位数为29.2，故设置环境阈值为30，是稳定值28.74向上取整+1,,,,,,
台州,台_B_椒江城南局,3F汇接局机房,B,,,2023/6/29,25-28,34,28.3,59,60,29,29,3,"['3801741-57157226*3801743-57157234','3801742-57157230','3801743-57157234*3801745-57157242','3801744-57157238','3801744-57157238*3801746-57157246','3801745-57157242','3801746-57157246','3801747-57157250','3801748-57157254','3801748-57157254*3801749-57157258','3801750-57157262*3801741-57157226']","['157964-2819748','157964-2819749','3801750-57157262']","['157955','157956']",,该机房为B类机房，环境温度的最大值28.3低于管控上限值29，环境温度存在稳定值27.98，方差为0.01，温度的九分位数为28.13，故设置环境阈值为29，是稳定值27.98向上取整+1,,,,,,
台州,台_B_椒江枢纽大楼局,4F计算机机房,B,,2023/2/7因发生短时的回风告警回退,2023/6/29,25-28,29.8,26.75,59,60,29,28,7,"['3811279-57475539','3811280-57475543','3811281-57475547','3811282-57475551','3811284-57475559','3811285-57475563','3811285-57475563*3811282-57475551','3811286-57475567','3811287-57475571','3811288-57475575']","['3811283-57475555','791665-19491879']","['3811203','3811204','791628','791629','791637','791638']",,该机房为B类机房，环境温度的最大值26.75低于管控值27，环境温度存在稳定值26.15，方差为0.07，温度的九分位数为26.5，故设置环境阈值为28，等于管控值27+1,,,,,,
温州,温_C_瑞安安阳大楼局,5F传输机房,C,,,2023/6/29,25-29,35.4,29.1,59,60,29,30,3,"['3827655-57898098','3827655-57898099','3827655-57898100','3827655-57898101','3827655-57898102','3827655-57898103','3827655-57898104','3827655-57898105','3827655-57898105*3827655-57898106','3827655-57898107','3827655-57898109','3827655-57898109*3827655-57898110','3827655-57898110','3827655-57898111']",['3827655-57898112'],"['1367462','1367463']",,该机房为C类机房，环境温度的最大值29.1低于管控上限值30，环境温度存在稳定值28.73，方差为0.02，温度的九分位数为28.9，故设置环境阈值为30，是稳定值28.73向上取整+1,,,,,,
金华,婺_A_云计算中心三号楼局2-1机房,三号楼2-1机房,B,,,2023/6/29,23-28,,23.25,59,60,29,27,3,[],"['1185686-26306876','1185688-26306883']","['1185642','1185644']",,该机房为B类机房，环境温度的最大值23.25低于管控值27，环境温度存在稳定值22.45，方差为0.02，温度的九分位数为22.7，故设置环境阈值为27，等于管控值27,,,,,,
金华,婺_D_东阳南马新局,1F综合机房,D,,2023/5/8开启后因为6.9北研预警发生，预警调优无法消除环境热点回退,2023/6/29,23-30,32.1,28.75,59,60,29,30,2,"['3811832-57496119','3811832-57496119*3811833-57496125','3811834-57496131']","['3853715-58705227','42299-11597226']",['3811831'],,该机房为D类机房，环境温度的最大值28.75低于管控值30，环境温度存在稳定值27.48，方差为0.15，温度的九分位数为28.0，故设置环境阈值为30，等于管控值30,,,,,,
宁波,甬_A_海曙解北枢纽局,11F5G堆叠机房,D,已回退,杨-6.30：由浙邮确定环境温度阈值,2023/6/29,23-30,36.8,29.1,59,60,29,30,5,"['3822896-57789134','3822897-57789136','3822898-57789138','3822898-57789138*3822899-57789140']","['1357868-29270381','1357868-29270382']","['1713607','1713608','3811313','3811314']",,该机房为D类机房，环境温度的最大值29.1低于管控值30，环境温度存在稳定值28.22，方差为0.14，温度的九分位数为28.6，故设置环境阈值为30，等于管控值30,,,,,,
