地市,数据中心,机房名称,机房类别,状态记录,回退原因,开始调控日期,控制范围,机柜最高温,环境最高温,机柜预警线,机柜报警线,回风预警线,环境报警线,空调数量,机柜id,环境id,空调id,压线标志,控制描述,,,,,,
宁波,甬_A_海曙解北枢纽局,8F综合机房,C,,,2023/6/29,24-29,36.9,24.87,59,60,29,28,3,"['3832847-57965345','3832848-57965348','3832848-57965348*3832846-57965342','3832849-57965351','3832850-57965354','3832851-57965357','3832852-57965360','3832853-57965363']","['1357864-29270309','1357864-29270310','1357864-29270311']","['1357739','1357740']",,该机房为C类机房，环境温度的最大值24.87低于管控值28，环境温度存在稳定值24.42，方差为0.03，温度的九分位数为24.63，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_A_江东鄞中枢纽局,11FIDC机房,A,,2023/6/2开启后因为机房在周末设定温度达到29度，高温报警，北研已经在6.3日修改了上线回退,2023/6/29,24-28,29.5,26.52,59,60,29,28,6,"['3825361-57845682','3825362-57845685','3825363-57845688','3825363-57845688*3825365-57845694','3825364-57845691','3825366-57845697','3825367-57845700','3825368-57845703','3825370-57845709','3825371-57845712','3825371-57845712*3825373-57845718','3825372-57845715','3825373-57845718','3825374-57845721','3825375-57845724','3825376-57845727','3825377-57845730','3825378-57845733','3825379-57845736','3825379-57845736*3825380-57845739','3825380-57845739*3825381-57845742','3825381-57845742','3825382-57845745','3825383-57845748']","['1358307-29283646','1358307-29283647','1358307-29283648','1358307-29283649','1358307-29283650']","['1358269','1358270','3825303','3825304','3825305']",,该机房为A类机房，环境温度的最大值26.52低于管控上限值28，环境温度存在稳定值25.12，方差为0.2，温度的九分位数为25.84，故设置环境阈值为27，是稳定值25.12向上取整+1,,,,,,
宁波,甬_A_江东鄞中枢纽局,3F综合机房,C,,,2023/6/29,24-29,37.1,26.6,59,60,29,28,6,"['1358301-29283528*1358301-29283529*3825341-57845622*3825342-57845625','3825336-57845607','3825337-57845610','3825338-57845613','3825338-57845613*3825340-57845619','3825339-57845616','3825340-57845619','3825341-57845622','3825342-57845625','3825343-57845628','3825344-57845631','3825344-57845631*3825345-57845634','3825346-57845637','3825347-57845640','3825348-57845643']","['1358301-29283528','1358301-29283529']","['1358335','1358336','1358337','3825301','3825302']",,该机房为C类机房，环境温度的最大值26.6低于管控值28，环境温度存在稳定值25.91，方差为0.07，温度的九分位数为26.35，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_A_江东鄞中枢纽局,4F传输机房,A,,2023/6/1开启后因为设定温度28度，依然因为多点位监控不周告警回退,2023/6/29,23-28,34.2,25.87,59,60,29,27,5,"['3825384-57845751','3825385-57845754*3825384-57845751','3825386-57845757','3825387-57845760','3825388-57845763*3825387-57845760','3825389-57845766','3825389-57845766*3825388-57845763','3825390-57845769','3825392-57845773','3825393-57845776','3826067-57880047','3826068-57880049','3826068-57880049*3825385-57845754','3826069-57880051','3826070-57880053']","['1358302-29283549','1358302-29283550','1358302-29283551']","['1358339','1358340','1358343','1358344']",,该机房为A类机房，环境温度的最大值25.87低于管控值26，环境温度存在稳定值25.03，方差为0.09，温度的九分位数为25.43，故设置环境阈值为27，等于管控值26+1,,,,,,
宁波,甬_A_江东鄞中枢纽局,6F数据机房,A,,2023/6/1开启后因为设定27，没有告警，但是局方为了安全回退了,2023/6/29,24-28,32.9,25.93,59,60,29,27,9,"['3826071-57880056','3826072-57880059','3826072-57880059*3826074-57880065','3826073-57880062','3826073-57880062*3826075-57880068','3826075-57880068','3826075-57880068*3826076-57880071','3826076-57880071','3826077-57880074','3826078-57880077','3826079-57880080','3826080-57880083','3826081-57880086','3826082-57880089','3826083-57880092','3826083-57880092*3826084-57880095','3826084-57880095*3826085-57880098','3826085-57880098*3826086-57880101','3826086-57880101*3826087-57880104','3826088-57880107','3826089-57880110','3826090-57880113','3826090-57880113*3826091-57880116','3826091-57880116','3826092-57880119','3826093-57880122']","['1358304-29283597','1358304-29283598','1358304-29283599']","['1358333','1358334','1358338','1358341','1358342','3826022','3826023','3826024']",,该机房为A类机房，环境温度的最大值25.93低于管控值26，环境温度存在稳定值25.59，方差为0.02，温度的九分位数为25.77，故设置环境阈值为27，等于管控值26+1,,,,,,
宁波,甬_A_江东鄞中枢纽局,7F电力室,A,,2023/6/2开启后因为设定达到29度，北研已经在6.3日修改了上线回退,2023/6/29,23-28,,23,59,60,29,26,2,[],['1358370-29288939'],['3826025'],,该机房为A类机房，环境温度的最大值23.0低于管控值26，环境温度存在稳定值22.45，方差为0.04，温度的九分位数为22.7，故设置环境阈值为26，等于管控值26,,,,,,
宁波,甬_C_宁海中街母局,4FIDC机房,C,,,2023/6/29,22-29,28.5,23.79,59,60,29,28,2,"['3838265-58095099','3838265-58095099*3838266-58095102','3838267-58095105','3838268-58095108','3838269-58095111','3838269-58095111*3838270-58095114','3838271-58095117','3838272-58095120','3838273-58095123']","['1203125-26644063','1203125-26644064','1203125-26644065','3853569-58701126','3853570-58701128','3853571-58701130','3853572-58701132','3853573-58701134','3853574-58701136','3853575-58701138','3853576-58701140']",['1203059'],,该机房为C类机房，环境温度的最大值23.79低于管控值28，环境温度存在稳定值23.22，方差为0.06，温度的九分位数为23.54，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_C_余姚舜北母局,3F传输机房,C,,,2023/6/29,22-29,34.1,27.5,59,60,29,28,5,"['3836643-58051292','3836643-58051292*3836642-58051289','3836644-58051295','3836645-58051298','3836646-58051301','3836647-58051304','3836648-58051307']","['1333546-28909779','1333546-28909780']","['3836664','3836665','3836666','3836667']",,该机房为C类机房，环境温度的最大值27.5低于管控值28，环境温度存在稳定值26.66，方差为0.08，温度的九分位数为27.0，故设置环境阈值为28，等于管控值28,,,,,,
宁波,甬_C_镇海西门新大楼局,5F电池室,C,,,2023/6/29,23-29,,28.89,59,60,29,30,2,[],['1182693-26192608'],['3833811'],,该机房为C类机房，环境温度的最大值28.89低于管控上限值30，环境温度存在稳定值28.21，方差为0.08，温度的九分位数为28.59，故设置环境阈值为30，是稳定值28.21向上取整+1,,,,,,
舟山,舟_D_岱山秀山局,3F综合机房,D,,2023/2/21开启后因为机房现场刚刚重新配置过了，设备ID发生变化，所以远程无法调控了回退,2023/6/29,22-30,37.7,33.3,59,60,29,33,2,"['3813673-57557125*3813677-57561867','3813674-57561861','3813675-57561863','3813676-57561865','3813677-57561867']",['3813673-57557125'],['3839089'],,该机房为D类机房，环境温度的最大值33.3低于管控上限值35，环境温度不存在稳定值，温度均值为29.31，方差为3.9，且温度的九分位数为32.4，故设置环境阈值为33，是9分位数32.4向上取整+1,,,,,,
舟山,舟_D_普陀朱家尖局,2F综合机房,D,已回退,机房内两台科龙空调发生异常关机情况，局方将监控线拔掉，丢失监控和远程调控,2023/6/29,24-30,32.5,30.1,59,60,29,29,2,"['3811502-57642098','3811503-57642100','3811504-57642102','3811504-57642102*3811503-57642100']",['2048083-35770497'],['3816387'],,该机房为D类机房，环境温度的最大值30.1低于管控上限值35，环境温度存在稳定值27.61，方差为0.97，温度的九分位数为28.7，故设置环境阈值为29，是稳定值27.61向上取整+1,,,,,,
台州,台_B_椒江城南局,2F程控机房,B,,,2023/7/6,24-28,34.1,27.15,59,60,29,27,4,"['3801702-57157070','3801703-57157074','3801704-57157078','3801705-57157082','3801706-57157086','3801707-57157090','3801708-57157094','3801708-57157094*3801706-57157086','3801709-57157098','3801709-57157098*3801707-57157090','3801710-57157102','3801711-57157106','3801712-57157110','3801713-57157114','3801714-57157118','3801715-57157122','3801716-57157126','3801717-57157130','3801717-57157130*3801715-57157122','3801718-57157134','3801718-57157134*3801716-57157126','3801720-57157142']","['157963-2819744','157963-2819746','3801719-57157138']","['3269759','3269760','3269761']",,该机房为B类机房，环境温度的最大值27.15低于管控上限值29，环境温度存在稳定值25.7，方差为0.17，温度的九分位数为26.26，故设置环境阈值为27，是稳定值25.7向上取整+1,,,,,,
台州,台_C_玉环县局,2F综合机房,C,,,2023/7/6,24-29,30.3,29.25,59,60,29,30,2,"['3796384-56977781','3796385-56977785','3796386-56977789','3796387-56977793','3796388-56977797','3796389-56977801','3796390-56977805*3796388-56977797','3796392-56977813']","['161068-2838341','161068-2838546','3796390-56977805','3796391-56977809']",['1089692'],,该机房为C类机房，环境温度的最大值29.25低于管控上限值30，环境温度存在稳定值28.33，方差为0.1，温度的九分位数为28.75，故设置环境阈值为30，是稳定值28.33向上取整+1,,,,,,
金华,婺_A_云计算中心一号楼局,4F4-2电力电池室,A,,,2023/7/6,23-28,,21.3,59,60,29,26,2,[],"['588941-12967229','588943-12967243','588944-12967250','588946-12967264','588948-12967278','588949-12967285']",['588791'],,该机房为A类机房，环境温度的最大值21.3低于管控值26，环境温度存在稳定值20.66，方差为0.0，温度的九分位数为20.7，故设置环境阈值为26，等于管控值26,,,,,,
温州,温_B_龙湾十分局双油机局,3F_ID05(3楼A区),B,,,2023/7/6,22-28,37.1,25.8,59,60,29,27,5,"['1652589-32334053*3832214-57959073','1652589-32334055*3832215-57959112','3832213-57959026','3832213-57959026*3832213-57959038','3832213-57959027','3832213-57959027*3832213-57959036','3832213-57959028','3832213-57959028*3832213-57959035','3832213-57959029','3832213-57959029*3832213-57959034','3832213-57959030','3832213-57959030*3832213-57959033','3832213-57959031','3832213-57959031*3832213-57959032','3832213-57959032','3832213-57959033','3832213-57959034','3832213-57959035','3832213-57959036*1652589-32334053','3832213-57959037','3832213-57959038','3832213-57959039','3832213-57959040','3832213-57959041','3832213-57959042','3832213-57959043','3832213-57959044','3832213-57959045','3832213-57959046','3832214-57959069','3832214-57959070','3832214-57959070*3832214-57959083','3832214-57959071','3832214-57959071*3832214-57959082','3832214-57959072','3832214-57959072*3832214-57959081','3832214-57959073*3832214-57959080','3832214-57959074','3832214-57959074*3832214-57959079','3832214-57959075','3832214-57959075*3832214-57959078','3832214-57959076','3832214-57959076*3832214-57959077','3832214-57959077','3832214-57959078','3832214-57959079','3832214-57959080','3832214-57959081','3832214-57959082','3832214-57959083','3832214-57959084','3832214-57959085','3832214-57959086','3832214-57959087','3832214-57959088','3832214-57959089','3832215-57959112*3832215-57959119','3832215-57959113','3832215-57959113*3832215-57959118','3832215-57959114','3832215-57959114*3832215-57959117','3832215-57959115','3832215-57959116']","['1652589-32334053','1652589-32334055']","['1652857','1652862','1652865','1652866']",,该机房为B类机房，环境温度的最大值25.8低于管控值27，环境温度存在稳定值25.2，方差为0.03，温度的九分位数为25.2，故设置环境阈值为27，等于管控值27,,,,,,
温州,温_B_龙湾十分局双油机局,3F_ID06(3楼B区),B,,,2023/7/6,24-28,40.2,25.2,59,60,29,27,4,"['3835592-58025346','3835592-58025347*3835592-58025345','3835592-58025348*3835592-58025344','3835592-58025349*3835592-58025343','3835592-58025350*3835592-58025349','3835592-58025351*3835592-58025348','3835592-58025352*3835592-58025347','3835592-58025353','3835592-58025354*3835592-58025352','3835592-58025355*3835592-58025351','3835592-58025356*3835592-58025350','3835592-58025357*3835592-58025356','3835592-58025358*3835592-58025355','3835592-58025359*3835592-58025354','3835592-58025360','3835592-58025361','3835592-58025361*3835592-58025359','3835592-58025362','3835592-58025362*3835592-58025358','3835592-58025363','3835592-58025363*3835592-58025357']","['1652584-32333920','1652584-32333921','1652584-32333922']","['1652838','1652839','1652840']",,该机房为B类机房，环境温度的最大值25.2低于管控值27，环境温度存在稳定值25.09，方差为0.0，温度的九分位数为25.13，故设置环境阈值为27，等于管控值27,,,,,,
温州,温_B_龙湾十分局双油机局,4F_ID04(4楼B区),B,,,2023/7/6,22-28,29.2,26.05,59,60,29,27,3,"['1652587-32333977*3832552-57961103','3832552-57961102','3832552-57961102*3832552-57961107','3832552-57961103*3832552-57961106','3832552-57961104','3832552-57961104*3832552-57961105','3832552-57961105*3832552-57961110','3832552-57961106*3832552-57961109','3832552-57961107*3832552-57961108','3832552-57961108*3832552-57961113','3832552-57961109*3832552-57961112','3832552-57961110*3832552-57961111','3832552-57961111*3832552-57961116','3832552-57961112*3832552-57961115','3832552-57961113*3832552-57961114']","['1652587-32333975','1652587-32333977']","['1652843','1652844']",,该机房为B类机房，环境温度的最大值26.05低于管控值27，环境温度存在稳定值25.78，方差为0.06，温度的九分位数为25.95，故设置环境阈值为27，等于管控值27,,,,,,
温州,温_B_龙湾十分局双油机局,4F_ID07(4楼A区),B,,,2023/7/6,22-28,33.7,26.05,59,60,29,27,4,"['1652585-32333944*3832491-57960234','3832490-57960209*3832490-57960208','3832490-57960210*3832490-57960207','3832490-57960211*3832490-57960206','3832490-57960212*3832490-57960205','3832490-57960213*3832490-57960204','3832490-57960214*3832490-57960203','3832490-57960215*3832490-57960202','3832491-57960231','3832491-57960231*3832490-57960215','3832491-57960232','3832491-57960232*3832490-57960214','3832491-57960233','3832491-57960233*3832490-57960213','3832491-57960234*3832490-57960212','3832491-57960235','3832491-57960235*3832490-57960211','3832491-57960236','3832491-57960236*3832490-57960210','3832491-57960237*3832490-57960209','3832491-57960238','3832491-57960238*3832491-57960237','3832491-57960239','3832491-57960240','3832491-57960241','3832491-57960242','3832491-57960243','3832491-57960245','3832491-57960245*3832491-57960243','3832491-57960246','3832491-57960246*3832491-57960242','3832491-57960247','3832491-57960247*3832491-57960241','3832491-57960248','3832491-57960248*3832491-57960240','3832491-57960249','3832491-57960249*3832491-57960239','3832491-57960250','3832491-57960251']","['1652585-32333943','1652585-32333944']","['1652846','1652847','1652848']",,该机房为B类机房，环境温度的最大值26.05低于管控值27，环境温度存在稳定值25.12，方差为0.13，温度的九分位数为25.45，故设置环境阈值为27，等于管控值27,,,,,,
湖州,湖_B_吴兴红旗母局,4FZ04机房,B,,,2023/7/6,22-28,33.6,27.5,59,60,29,28,20,"['3819037-57693966','3819038-57692539','3819038-57692539*3819039-57692545','3819039-57692545','3819040-57692551','3819040-57692551*3819041-57692557','3819041-57692557','3819042-57692563','3819043-57692569','3819044-57692575','3819045-57692581','3819046-57692587','3819046-57692587*3819047-57692593','3819048-57692599']","['3819049-57692605','3819050-57692611']","['3819001','3819002','3819003','3819004','3819005','3819006','3819007','3819008','3819068','3819069','3819071','3819072','3819073','3819074','3819075','3819076','3819077','3841074','3842170']",,该机房为B类机房，环境温度的最大值27.5低于管控上限值29，环境温度存在稳定值26.78，方差为0.04，温度的九分位数为27.05，故设置环境阈值为28，是稳定值26.78向上取整+1,,,,,,
湖州,湖_C_德清英溪局,3FID01机房,C,,,2023/7/6,23-29,39.2,24.9,59,60,29,28,5,"['3835823-58028801','3835823-58028801*3835826-58028819','3835824-58028807','3835824-58028807*3835827-58028825','3835825-58028813','3835826-58028819*3835829-58028837','3835827-58028825','3835828-58028831','3835828-58028831*3835831-58028849','3835829-58028837*3835832-58028855','3835830-58028843','3835831-58028849*3835834-58028867','3835832-58028855*3835835-58028873','3835833-58028861','3835833-58028861*3835836-58028879','3835834-58028867*3835837-58028885','3835835-58028873*3835838-58028891','3835836-58028879*3835839-58028897','3835837-58028885','3835838-58028891*3835841-58028909','3835839-58028897*3835842-58028915','3835840-58028903','3835841-58028909*3835844-58028927','3835842-58028915','3835843-58028921','3835843-58028921*3835846-58028939','3835844-58028927*3835848-58028951','3835845-58028933','3835845-58028933*3835849-58028957','3835846-58028939*3835850-58028963','3835848-58028951*3835851-58028969','3835849-58028957*3835852-58028975','3835850-58028963*3835853-58028981','3835851-58028969*3835854-58028987','3835852-58028975*3835855-58028993','3835853-58028981','3835854-58028987*3835857-58029005','3835855-58028993*3835858-58029011','3835856-58028999','3835857-58029005*3835860-58029023','3835858-58029011*3835861-58029029','3835859-58029017','3835859-58029017*3835862-58029035']",['3835847-58028945'],"['893031','893036','893040','893045']",,该机房为C类机房，环境温度的最大值24.9低于管控值28，环境温度存在稳定值23.67，方差为0.09，温度的九分位数为24.1，故设置环境阈值为28，等于管控值28,,,,,,
舟山,舟_D_定海白泉局,2F交换机房,D,,,2023/7/6,26-30,33.8,31.95,59,60,29,32,2,"['3808330-57557142','3808331-57557144','3808332-57557146']","['1848770-34083262','1848770-34083263']",['3807662'],,该机房为D类机房，环境温度的最大值31.95低于管控上限值35，环境温度存在稳定值30.92，方差为0.15，温度的九分位数为31.55，故设置环境阈值为32，是稳定值30.92向上取整+1,,,,,,
舟山,舟_D_普陀六横局,2F综合机房,D,,,2023/7/6,24-30,31.1,29,59,60,29,30,2,"['3814946-57589606','3814946-57589606*3814948-57589612*3814954-57589647*2221338-36769548','3814947-57589609','3814948-57589612','3814949-57589615','3814954-57589647']",['2221338-36769548'],['3814937'],,该机房为D类机房，环境温度的最大值29.0低于管控值30，环境温度存在稳定值27.85，方差为0.14，温度的九分位数为28.2，故设置环境阈值为30，等于管控值30,,,,,,
金华,婺_C_兰溪城西局,2F数据机房,C,,,2023/7/6,24-29,38.5,27.6,59,60,29,28,2,"['3808889-57445095','3808890-57445101','3808891-57445107','3808892-57445113']",['39289-1603719'],['1227965'],,该机房为C类机房，环境温度的最大值27.6低于管控值28，环境温度存在稳定值24.23，方差为0.87，温度的九分位数为26.2，故设置环境阈值为28，等于管控值28,,,,,,
嘉兴,禾_D_嘉兴高中园区局,1F综合机房,D,,,2023/7/6,25-30,42.4,31.1,59,60,34,32,2,"['3809696-57463878','3809697-57463884','3809699-57463896']",['3809698-57463890'],['362741'],1,该机房为D类机房，环境温度的最大值31.1低于管控上限值35，环境温度存在稳定值30.25，方差为0.28，温度的九分位数为30.8，故设置环境阈值为32，是稳定值30.25向上取整+1,,,,,,
嘉兴,禾_D_桐乡台商局,2F综合机房,D,,,2023/7/6,24-30,34.1,33.2,59,60,34,32,2,"['3801966-57162743','3801967-57162749']",['3801968-57162755'],['876869'],1,该机房为D类机房，环境温度的最大值33.2低于管控上限值35，环境温度存在稳定值30.82，方差为0.96，温度的九分位数为32.1，故设置环境阈值为32，是稳定值30.82向上取整+1,,,,,,
嘉兴,禾_S_海盐电信大楼(A)C网基站,8F综合机房,C,,,2023/7/6,25-29,39.1,29.9,59,60,34,33,4,"['3808224-57414009','3808225-57414015','3808226-57414021']","['3808223-57414003','641593-14382965']","['3808222','641591','641592']",1,该机房为C类机房，环境温度的最大值29.9低于管控上限值30，环境温度存在稳定值28.7，方差为0.43，温度的九分位数为29.2，故设置环境阈值为30，是稳定值28.7向上取整+1,,,,,
金华,婺_D_兰溪洪大塘局,1F综合机房,D,未实施,,2023/3/24预,22-29,42,29.4,46,47,29,31,1,,,,,,,,,,
绍兴,绍_B_绍兴城东AI局,5F公安机房,B,,"2023/4/11开启过后因7天重新采集回退
2023/6/29开启后空调3807611报“未找到监控点”错误",,22-28,,22,59,60,29,27,4,[],['3807631-57399025'],"['3807611','3807612','3807613']",,该机房为B类机房，环境温度的最大值22.0低于管控值27，环境温度存在稳定值21.24，方差为0.09，温度的九分位数为21.6，故设置环境阈值为27，等于管控值27,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
